EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,Salary,YearsAtCompany,YearsInCurrentRole,JobSatisfaction,WorkLifeBalance,Overtime,DistanceFromHome,TrainingTimesLastYear,PerformanceRating,NumCompaniesWorked,StockOptionLevel,TotalWorkingYears,JobInvolvement,Education,EnvironmentSatisfaction,MonthlyIncome,JobLevel,YearsSinceLastPromotion,YearsWithCurrManager,HourlyRate,DailyRate,MonthlyRate,Attrition
752,31,Female,Married,Sales,Analyst,146547,1,13,2,4,No,7,3,3,2,2,25,2,Master's,2,19783,1,14,13,22,611,7163,Yes
753,24,Female,Married,Operations,Engineer,90380,21,5,2,1,No,42,7,2,5,1,36,3,High School,1,15149,4,2,1,59,772,11612,No
754,39,Male,Married,Sales,Analyst,74331,29,7,1,1,Yes,35,4,1,1,1,31,3,High School,2,17619,4,11,9,47,161,16297,Yes
755,57,Female,Divorced,HR,Engineer,126033,6,9,1,4,Yes,30,0,4,2,2,31,1,Master's,4,17985,2,7,15,10,1690,7704,No
756,43,Male,Divorced,Finance,Executive,126844,37,8,4,2,No,12,8,4,4,1,2,4,Bachelor's,4,18026,2,8,15,48,1546,24788,Yes
757,55,Male,Divorced,Sales,Analyst,69560,1,16,4,2,Yes,35,0,2,1,2,19,3,High School,1,11428,3,4,18,36,1519,8688,Yes
758,29,Female,Married,Operations,Engineer,83865,1,6,3,4,No,11,5,3,5,0,12,3,Master's,1,12119,4,4,10,45,130,29011,No
759,40,Male,Married,HR,Analyst,76686,27,16,4,2,No,44,0,1,5,2,10,1,Bachelor's,4,7124,3,5,5,41,1453,17835,No
760,58,Male,Divorced,IT,Analyst,105910,21,6,1,3,No,4,2,1,4,2,31,4,PhD,2,19375,3,6,5,50,1048,22035,No
761,27,Female,Single,IT,Engineer,34675,16,14,1,3,Yes,25,9,4,1,2,22,2,High School,2,3449,2,2,6,24,901,20447,No
762,47,Female,Married,Operations,Engineer,96706,26,1,1,1,No,48,4,3,3,2,23,2,High School,1,19763,2,4,15,40,1292,20404,Yes
763,55,Female,Single,HR,Manager,136985,16,9,2,2,Yes,32,9,1,4,0,23,1,Master's,1,18034,1,0,12,15,365,23141,Yes
764,27,Male,Single,Finance,Analyst,139021,28,13,2,3,Yes,20,6,2,5,0,15,1,Master's,1,12442,2,10,2,98,407,24307,No
765,58,Female,Married,Sales,Clerk,107986,1,19,4,4,Yes,31,9,3,2,0,26,4,Bachelor's,4,15643,3,9,8,61,558,12341,No
766,54,Female,Married,HR,Analyst,106216,36,17,3,2,Yes,4,7,3,1,2,3,1,PhD,3,5301,4,4,2,91,1308,9353,Yes
767,43,Male,Single,IT,Analyst,40068,10,11,3,3,Yes,38,8,4,3,0,23,1,PhD,1,10710,3,3,5,31,433,11142,No
768,42,Female,Single,Operations,Engineer,84460,17,8,3,3,No,47,5,4,2,1,20,1,Master's,2,8792,3,0,16,40,614,17266,Yes
769,27,Female,Divorced,Operations,Analyst,130766,23,5,2,4,Yes,1,8,1,1,0,39,4,Master's,3,12659,3,6,2,82,540,10216,No
770,27,Female,Divorced,Sales,Analyst,76418,7,10,1,1,Yes,3,7,4,4,2,8,1,Bachelor's,2,10216,2,14,1,55,772,17932,No
771,25,Male,Married,Operations,Clerk,56206,7,7,1,4,Yes,37,8,3,4,1,18,3,Master's,3,14712,3,0,11,76,490,26593,Yes
772,51,Male,Divorced,Operations,Engineer,30287,15,10,2,1,Yes,22,9,1,1,2,6,4,Bachelor's,4,7905,1,12,5,52,1895,14017,Yes
773,32,Male,Divorced,HR,Analyst,52337,34,4,3,3,Yes,17,3,1,3,1,27,3,Bachelor's,3,18766,4,7,9,10,1034,2569,No
774,51,Male,Divorced,Finance,Executive,50666,4,9,3,1,No,14,8,3,1,2,36,4,PhD,2,8999,2,13,10,53,659,7112,Yes
775,52,Female,Divorced,Sales,Manager,146595,14,14,4,3,Yes,41,6,1,2,2,15,3,Bachelor's,3,19983,3,9,15,66,353,3355,No
776,45,Male,Single,HR,Clerk,31161,14,2,4,3,Yes,35,4,2,2,1,37,4,PhD,4,10288,1,11,15,18,1709,10056,Yes
777,30,Male,Married,Finance,Analyst,144817,16,9,3,2,No,13,4,2,4,0,5,2,PhD,2,14266,4,1,17,14,1458,28168,No
778,24,Female,Divorced,HR,Executive,130667,7,1,2,1,Yes,35,0,1,1,1,39,1,PhD,1,18586,3,9,8,88,1523,18086,No
779,52,Female,Single,HR,Analyst,120071,32,10,3,1,No,43,1,4,4,1,9,1,Master's,3,4567,4,12,18,18,1289,19214,No
780,58,Female,Single,Operations,Analyst,128064,19,10,4,1,No,2,9,2,3,1,7,4,PhD,2,18110,2,11,1,54,1383,23515,Yes
781,57,Male,Single,Finance,Engineer,68751,2,3,3,4,No,47,2,1,2,1,20,3,Bachelor's,3,19082,2,4,0,86,1127,29658,Yes
782,45,Male,Divorced,Sales,Engineer,112063,10,6,2,2,No,13,7,2,5,1,10,2,Master's,4,4094,1,12,15,33,218,16220,Yes
783,52,Male,Divorced,Sales,Engineer,136511,17,6,1,2,Yes,16,5,4,5,2,26,3,Bachelor's,2,14135,2,5,17,83,1095,16498,Yes
784,27,Female,Married,Finance,Executive,119389,37,2,2,2,Yes,18,9,3,1,2,4,1,Master's,1,16508,1,8,2,51,569,23786,No
785,23,Female,Divorced,Operations,Analyst,44758,12,18,2,4,No,7,4,1,1,0,38,1,Bachelor's,1,15345,3,14,0,31,1593,27447,Yes
786,41,Male,Divorced,IT,Manager,95780,6,2,4,1,No,45,0,1,5,0,24,3,High School,3,12684,4,13,5,69,884,2834,Yes
787,49,Female,Single,HR,Clerk,145614,22,12,2,1,Yes,36,8,1,1,1,14,4,High School,4,9191,2,6,18,95,1616,29888,Yes
788,32,Female,Married,Operations,Engineer,33178,32,5,2,1,No,41,2,1,2,0,1,4,High School,4,11046,4,5,18,46,1861,23336,No
789,25,Female,Divorced,Finance,Engineer,61831,20,7,4,2,No,30,2,1,3,0,17,3,Bachelor's,3,7934,4,4,10,48,1987,13308,Yes
790,36,Male,Divorced,HR,Analyst,32176,1,16,4,2,No,42,1,1,3,1,24,1,Master's,2,17038,3,5,7,93,1623,2969,Yes
791,27,Female,Single,Sales,Analyst,133306,6,1,1,3,Yes,41,3,4,4,2,27,3,PhD,2,4354,3,14,4,83,1193,2592,No
792,51,Female,Single,IT,Executive,63654,19,1,3,4,No,7,1,3,2,2,7,1,PhD,3,9473,2,13,19,83,793,2254,No
793,59,Male,Divorced,Sales,Executive,56627,18,17,2,4,Yes,15,8,4,1,0,9,3,Bachelor's,2,15794,3,10,8,99,964,12306,No
794,23,Male,Married,Finance,Engineer,82550,6,1,4,2,Yes,40,9,4,1,2,35,4,Bachelor's,2,5963,4,3,14,98,875,29541,No
795,36,Female,Married,HR,Analyst,142025,33,13,1,3,Yes,19,6,3,4,2,12,2,Bachelor's,2,17503,1,0,13,62,1493,4661,No
796,32,Female,Single,Finance,Manager,74910,23,9,3,1,No,43,7,4,4,0,21,1,Bachelor's,3,6042,1,14,3,37,280,17309,No
797,29,Male,Single,HR,Clerk,120417,23,15,4,2,No,37,2,2,1,1,3,2,PhD,1,9973,1,11,7,86,1128,10794,No
798,47,Male,Divorced,Operations,Analyst,88251,26,3,3,4,Yes,2,5,4,1,0,15,4,Master's,4,10139,2,8,19,24,1320,27641,Yes
799,26,Female,Single,IT,Analyst,65422,13,14,3,4,Yes,42,9,1,2,0,21,3,PhD,1,14226,3,10,16,69,146,20223,No
800,27,Female,Divorced,Operations,Executive,41984,7,11,2,4,Yes,48,5,2,4,0,10,4,Bachelor's,2,9930,3,4,1,69,1675,7905,No
801,47,Female,Married,Operations,Clerk,119312,15,12,2,1,No,13,0,2,2,1,33,2,High School,3,17762,3,7,19,15,733,4431,No
802,25,Female,Married,Finance,Engineer,91386,27,13,4,4,No,40,5,3,1,1,6,4,PhD,4,8340,3,6,15,61,1770,9756,No
803,40,Male,Divorced,IT,Analyst,113291,26,13,3,1,Yes,41,2,4,5,1,2,4,High School,2,8111,4,7,9,21,1263,7353,No
804,41,Female,Single,HR,Engineer,37135,33,1,4,1,Yes,43,2,4,5,1,29,3,High School,4,6081,1,0,1,28,1985,19349,Yes
805,54,Female,Married,HR,Analyst,30320,15,10,4,1,No,43,2,2,1,0,33,2,Bachelor's,4,10802,4,8,10,84,1788,3737,Yes
806,41,Male,Single,Sales,Engineer,132958,36,3,3,2,Yes,31,9,4,4,2,4,2,PhD,1,12462,2,0,9,11,1663,18868,Yes
807,33,Female,Married,HR,Clerk,124171,27,4,4,1,No,16,9,4,5,0,4,2,Master's,2,18580,1,2,18,64,1550,26325,Yes
808,22,Male,Divorced,Finance,Executive,51684,5,16,3,3,No,42,7,3,4,1,29,1,PhD,4,10994,1,7,13,24,688,14326,Yes
809,47,Female,Divorced,Operations,Clerk,85913,2,8,3,4,Yes,44,4,2,5,2,37,4,Master's,1,6531,4,11,10,73,1810,26586,Yes
810,35,Female,Divorced,Operations,Manager,118774,33,16,3,2,Yes,6,3,1,4,0,20,2,Master's,3,12343,2,10,8,78,1684,14911,Yes
811,59,Male,Married,Operations,Executive,51889,16,17,3,4,No,28,8,2,5,2,23,4,Bachelor's,4,3716,2,0,6,24,1977,24635,No
812,58,Male,Single,IT,Clerk,125849,23,19,1,1,No,32,8,3,4,1,18,3,Master's,2,9229,1,13,14,52,409,20411,No
813,32,Female,Single,HR,Manager,128071,38,15,3,2,No,44,0,3,2,2,25,3,PhD,3,19588,3,0,19,83,373,7213,No
814,57,Female,Single,Finance,Analyst,78899,16,16,2,3,No,10,1,3,4,2,1,1,PhD,4,15021,2,5,16,26,1662,26374,No
815,34,Female,Married,IT,Analyst,40770,14,15,2,1,No,18,7,4,2,1,15,1,High School,4,14301,4,4,2,33,939,8227,No
816,24,Male,Married,Sales,Engineer,69321,29,2,2,4,Yes,4,4,2,2,2,34,3,Master's,2,7094,2,10,14,83,1513,29940,No
817,54,Female,Married,Finance,Executive,115962,26,11,3,3,No,9,6,4,1,0,20,2,Bachelor's,4,12524,1,5,13,39,558,13279,Yes
818,27,Male,Married,Finance,Analyst,139863,35,1,2,1,No,7,0,4,2,2,37,3,Bachelor's,2,13041,3,2,7,76,832,29614,No
819,31,Male,Married,Finance,Executive,71777,15,15,1,3,No,8,9,2,3,0,27,4,PhD,2,11103,2,9,3,60,1757,17836,No
820,26,Female,Single,Operations,Analyst,76250,3,19,4,1,Yes,43,4,3,2,2,22,1,Master's,2,18090,1,11,9,69,460,25365,No
821,44,Male,Married,Finance,Engineer,103034,23,4,3,2,Yes,7,2,1,4,2,5,1,Bachelor's,2,18915,2,9,1,12,1117,10796,Yes
822,31,Female,Married,HR,Clerk,134940,29,11,2,1,No,41,9,1,2,1,34,3,Master's,4,11709,3,5,13,14,1192,18351,Yes
823,23,Female,Single,Finance,Engineer,70130,34,5,1,2,No,40,1,2,4,1,39,2,Master's,3,4438,4,1,7,37,1706,19352,Yes
824,34,Female,Married,Operations,Manager,111931,33,3,4,1,Yes,3,1,2,4,0,3,2,High School,3,18029,1,7,9,87,761,18820,No
825,23,Female,Single,Finance,Analyst,79346,23,13,1,1,Yes,17,8,3,3,1,17,4,Bachelor's,1,7517,1,14,17,20,798,12966,No
826,41,Female,Single,Sales,Manager,32537,7,10,2,4,Yes,2,3,2,2,1,24,1,High School,2,13905,3,11,14,81,1554,15967,No
827,22,Male,Divorced,Sales,Manager,114762,3,11,1,3,Yes,15,3,2,2,1,24,3,Bachelor's,4,4244,1,5,4,81,984,3809,Yes
828,58,Male,Divorced,Operations,Executive,45216,32,18,4,3,No,46,6,3,5,1,3,3,Master's,4,5416,3,12,12,85,857,8546,Yes
829,30,Female,Divorced,HR,Analyst,114149,31,2,2,3,Yes,29,9,3,5,1,7,1,Bachelor's,1,18293,1,12,17,24,1831,10107,No
830,38,Female,Divorced,HR,Manager,33009,18,7,4,1,No,48,9,4,1,0,25,3,PhD,3,9490,3,3,1,92,1155,7505,Yes
831,30,Male,Married,IT,Clerk,119904,7,9,1,1,No,22,1,2,4,0,3,1,Master's,4,14683,2,3,12,57,720,7257,No
832,32,Male,Divorced,Operations,Manager,59327,1,10,3,1,Yes,4,2,1,3,1,15,2,Bachelor's,1,8839,2,13,13,55,1988,17051,Yes
833,36,Male,Single,Finance,Clerk,44209,14,18,3,2,Yes,6,2,2,5,1,29,2,High School,3,17850,2,10,9,37,1636,6909,Yes
834,45,Male,Married,Operations,Executive,78443,32,7,3,2,Yes,38,5,1,2,0,29,3,High School,4,15170,1,6,3,16,281,29345,Yes
835,59,Female,Divorced,IT,Manager,45029,6,7,3,4,Yes,26,2,1,1,2,10,2,Master's,2,14967,3,13,14,80,785,16866,No
836,56,Female,Single,Operations,Engineer,97613,39,3,4,1,No,11,4,1,3,0,32,2,High School,1,8009,3,2,7,91,780,12021,Yes
837,51,Male,Married,Operations,Executive,109443,10,12,3,3,No,26,3,4,2,2,23,4,Master's,4,17312,4,10,14,97,347,26868,No
838,52,Female,Married,IT,Clerk,86997,7,7,4,3,No,17,2,3,2,1,39,1,Master's,1,11924,2,2,13,15,719,17358,No
839,26,Male,Divorced,HR,Executive,132171,26,17,2,4,Yes,24,7,3,4,1,9,1,Master's,1,18921,4,5,8,67,1420,2461,No
840,35,Female,Married,Finance,Manager,144456,34,1,3,3,No,28,9,4,4,0,37,3,Bachelor's,1,8721,2,8,19,77,1899,17732,Yes
841,32,Male,Single,IT,Analyst,92559,30,5,4,4,Yes,35,2,3,5,1,14,1,Master's,2,11423,4,0,2,64,129,5233,Yes
842,30,Female,Married,Sales,Analyst,94892,36,16,3,1,No,31,5,4,5,2,4,4,High School,3,7930,2,4,14,76,1425,28667,Yes
843,55,Male,Single,HR,Clerk,100409,21,15,3,3,Yes,13,6,2,2,2,20,3,PhD,3,7353,3,0,16,58,1599,14128,No
844,33,Male,Married,Sales,Clerk,38635,17,2,3,1,No,35,6,4,2,0,28,3,Bachelor's,4,10832,2,0,15,60,972,7202,Yes
845,56,Female,Divorced,HR,Analyst,63065,33,9,4,2,No,16,1,3,5,2,14,1,High School,2,19786,1,2,3,68,1047,4939,Yes
846,56,Male,Single,Finance,Clerk,141399,10,7,1,3,Yes,15,2,3,5,0,34,2,Master's,3,19448,2,2,10,15,1475,17197,No
847,22,Female,Married,Finance,Executive,137340,12,4,3,2,No,43,9,2,2,0,13,2,Master's,4,10770,2,3,7,99,1084,15722,No
848,43,Female,Married,Operations,Engineer,63783,16,18,3,3,No,18,9,4,3,2,31,2,PhD,4,19556,3,2,2,60,1605,14998,No
849,50,Male,Married,Sales,Engineer,64152,32,4,2,1,Yes,47,3,2,2,2,33,2,High School,1,18094,1,5,18,47,416,18472,Yes
850,29,Female,Single,HR,Executive,88741,15,13,1,4,Yes,37,6,1,3,2,39,4,Bachelor's,2,10935,3,11,13,20,836,20047,Yes
851,32,Female,Single,Finance,Engineer,137049,27,1,4,1,Yes,48,1,4,3,2,28,3,High School,3,5675,4,14,8,61,1520,5301,No
852,58,Female,Single,IT,Manager,81502,28,3,2,1,Yes,48,2,2,2,2,25,2,Master's,2,14240,4,3,2,29,1212,23521,Yes
853,35,Female,Divorced,Finance,Executive,59092,17,16,3,1,Yes,49,6,2,1,2,32,4,Bachelor's,2,7005,1,7,3,19,1357,29296,No
854,51,Female,Divorced,IT,Clerk,47653,2,4,2,3,No,41,6,3,5,2,9,3,Master's,3,9544,4,0,3,35,267,29513,Yes
855,56,Male,Single,HR,Executive,127999,36,16,2,4,Yes,27,9,4,4,1,28,1,Master's,3,17388,1,7,10,57,842,17640,No
856,42,Female,Married,Finance,Analyst,129564,7,19,3,2,No,35,2,1,2,0,31,1,High School,2,17959,2,10,18,23,225,24413,Yes
857,58,Female,Divorced,Finance,Clerk,70469,13,1,1,1,No,45,0,1,3,0,17,4,PhD,4,4694,4,0,15,68,672,18805,No
858,26,Female,Single,HR,Analyst,116483,15,5,1,3,Yes,35,2,4,2,2,23,3,Master's,2,17753,2,10,16,21,219,22133,No
859,40,Female,Married,Finance,Clerk,89754,25,19,2,2,No,28,4,4,5,0,13,2,High School,3,19526,3,0,9,32,1551,18131,No
860,35,Female,Divorced,IT,Engineer,59978,23,11,3,1,No,39,6,2,3,2,10,3,Bachelor's,2,9001,4,6,16,94,1108,23355,Yes
861,47,Male,Married,Finance,Executive,117592,22,13,4,2,Yes,38,3,3,4,1,16,2,PhD,3,9652,3,0,15,81,1313,25229,Yes
862,25,Female,Married,Sales,Manager,124543,26,5,2,1,No,9,0,3,4,0,6,4,Master's,4,17985,3,8,19,48,1756,6433,Yes
863,46,Male,Married,Operations,Clerk,73169,33,4,4,2,Yes,12,5,3,4,0,11,2,Master's,2,7581,1,13,5,18,1551,2265,No
864,46,Male,Married,IT,Clerk,78287,11,4,2,2,Yes,15,1,4,1,1,3,4,Bachelor's,4,8087,3,14,6,97,659,4850,No
865,39,Male,Divorced,Sales,Analyst,84745,10,4,2,4,Yes,21,2,3,3,1,28,3,High School,2,4460,1,7,13,34,1325,3378,No
866,29,Male,Divorced,HR,Engineer,140168,25,4,3,4,No,35,3,2,3,1,15,3,Master's,2,6887,1,12,10,26,1182,8503,No
867,35,Female,Divorced,IT,Analyst,143985,37,18,3,1,No,42,5,4,1,0,13,2,Bachelor's,3,17878,1,14,11,51,796,9157,No
868,53,Male,Single,Operations,Analyst,35543,38,18,4,3,No,33,5,4,3,0,17,3,Master's,1,11484,1,0,13,38,322,12006,No
869,59,Male,Divorced,Operations,Engineer,86392,24,16,4,4,No,19,6,3,1,1,7,2,High School,3,12835,1,1,4,69,1615,28840,No
870,54,Female,Married,HR,Manager,51067,33,9,1,2,Yes,23,4,1,2,1,28,3,PhD,2,18643,2,1,4,76,1134,22800,No
871,44,Female,Divorced,HR,Analyst,81033,17,18,3,4,No,13,6,1,5,1,38,1,High School,1,13910,1,1,19,94,892,2849,No
872,36,Female,Married,IT,Analyst,75256,24,2,2,4,Yes,44,1,2,4,1,13,2,High School,1,8846,4,5,14,66,1824,6814,Yes
873,54,Male,Single,Finance,Clerk,120633,37,4,2,1,No,1,0,3,1,1,17,4,High School,4,11463,1,3,0,81,1635,27567,No
874,46,Female,Married,HR,Engineer,138383,2,12,1,4,No,29,9,3,1,2,15,1,Bachelor's,2,16336,2,7,8,23,913,22148,Yes
875,38,Female,Married,Finance,Executive,139048,32,7,3,4,No,24,7,4,1,1,36,4,Master's,3,5369,4,0,2,48,409,25763,No
876,54,Male,Married,Sales,Manager,99345,24,15,2,2,No,16,0,4,2,2,28,3,PhD,1,16992,4,14,3,25,1111,12000,Yes
877,23,Female,Single,Operations,Manager,52191,9,7,1,4,No,25,1,3,1,0,15,1,Bachelor's,1,3882,2,9,15,27,848,17288,No
878,35,Female,Divorced,Finance,Engineer,116803,4,17,1,2,Yes,23,9,4,5,0,11,3,High School,3,6171,4,13,6,84,1157,5274,Yes
879,27,Female,Divorced,Operations,Clerk,102742,17,16,2,4,No,28,5,3,5,2,31,2,PhD,3,5040,2,3,13,29,1118,19100,No
880,27,Female,Single,Finance,Clerk,148843,17,19,2,4,No,47,0,2,4,1,4,4,High School,1,9372,3,9,15,55,1463,23464,No
881,24,Male,Married,Sales,Engineer,116593,30,9,4,3,No,16,9,4,2,0,35,3,High School,3,10562,3,10,17,54,1770,16227,No
882,28,Female,Divorced,HR,Clerk,58992,11,14,3,4,No,43,2,3,5,1,34,4,High School,4,14776,1,4,15,13,580,19279,Yes
883,29,Female,Single,Sales,Manager,142050,21,17,4,2,Yes,38,6,4,3,1,27,4,PhD,1,8900,1,8,15,93,673,11368,No
884,36,Male,Divorced,HR,Manager,111531,21,5,1,2,No,11,7,2,3,2,10,3,Master's,4,10965,1,4,1,29,924,13945,Yes
885,50,Female,Single,HR,Executive,78803,18,2,2,1,Yes,3,3,4,3,0,30,2,High School,2,11465,1,12,9,20,1862,11968,Yes
886,54,Male,Married,Operations,Engineer,139975,29,16,4,1,No,15,2,3,1,0,20,4,Master's,4,3589,2,10,6,74,1216,29380,Yes
887,51,Female,Divorced,Sales,Analyst,93477,24,14,1,3,Yes,1,0,4,1,2,29,3,PhD,3,8063,3,2,14,27,727,29968,Yes
888,48,Male,Single,Finance,Analyst,43210,10,14,3,2,Yes,7,8,4,3,1,29,2,PhD,1,19240,2,10,8,48,1967,11651,Yes
889,57,Male,Divorced,Sales,Executive,113329,17,1,2,2,Yes,1,9,3,4,1,23,3,High School,4,4258,4,3,6,53,1256,15903,No
890,50,Male,Divorced,Operations,Executive,56270,18,3,4,2,Yes,49,5,1,4,0,21,2,Master's,3,16598,4,9,15,27,943,20927,Yes
891,59,Male,Divorced,HR,Clerk,92008,20,7,3,3,Yes,32,5,4,1,2,10,4,Master's,3,5866,4,6,2,56,1088,9771,Yes
892,54,Female,Divorced,Operations,Executive,35197,37,15,4,2,No,9,8,4,3,2,12,1,High School,4,19955,4,0,16,40,518,15460,Yes
893,58,Male,Single,IT,Executive,143857,18,19,1,1,Yes,29,0,2,4,1,30,3,Bachelor's,1,11736,4,10,7,48,1591,6637,Yes
894,48,Female,Married,IT,Analyst,37452,17,2,3,3,No,26,5,1,1,1,33,4,Bachelor's,4,15704,3,5,1,47,1928,14922,No
895,54,Male,Single,Finance,Clerk,71486,9,19,4,1,Yes,23,4,2,3,2,18,3,PhD,2,3637,2,7,19,88,1567,10066,No
896,25,Male,Single,Operations,Executive,44859,14,9,3,1,Yes,45,5,3,2,0,14,3,PhD,4,7882,4,0,2,56,1828,5553,No
897,43,Male,Single,Finance,Executive,57236,29,19,1,3,No,43,7,3,3,1,22,2,Bachelor's,4,18828,1,7,7,79,129,3349,Yes
898,23,Female,Married,Finance,Clerk,61899,31,5,3,4,Yes,29,4,2,3,2,21,3,Bachelor's,1,6672,3,6,1,17,397,4986,Yes
899,31,Male,Divorced,IT,Engineer,62083,4,18,4,4,Yes,38,1,4,5,2,1,2,Bachelor's,4,15329,1,0,18,95,1184,25580,Yes
900,26,Female,Divorced,Finance,Clerk,97708,18,16,1,1,Yes,33,1,1,5,2,15,4,High School,3,17967,3,8,16,74,557,13522,No
901,31,Female,Divorced,IT,Analyst,141462,20,4,2,4,Yes,7,9,2,2,0,36,3,High School,1,7711,3,10,4,22,403,4122,Yes
902,54,Female,Married,HR,Engineer,46663,9,12,4,2,No,12,4,2,2,1,22,4,High School,3,16235,1,2,19,64,1057,15892,No
903,59,Female,Divorced,Operations,Manager,123076,13,7,4,3,Yes,31,2,3,3,1,32,1,High School,1,3159,1,1,16,97,439,10689,Yes
904,34,Female,Married,Finance,Clerk,148665,15,14,1,1,Yes,32,9,4,4,1,33,4,High School,2,13144,4,6,9,94,1984,26430,Yes
905,52,Female,Divorced,IT,Analyst,49053,27,12,1,2,No,20,2,1,2,0,39,3,High School,2,17793,1,10,8,52,547,27297,No
906,57,Female,Divorced,Sales,Engineer,41085,15,3,2,4,No,17,7,2,3,1,23,1,PhD,2,12923,2,2,5,13,1959,16062,Yes
907,45,Female,Single,Finance,Clerk,60564,28,5,4,2,Yes,36,6,1,1,1,2,2,Master's,4,8938,3,0,10,80,1425,3363,No
908,36,Female,Married,HR,Executive,119745,37,17,1,4,Yes,3,0,1,5,1,2,1,PhD,2,14354,3,9,1,69,980,18691,Yes
909,50,Male,Single,HR,Clerk,89095,19,10,2,1,No,1,4,2,4,1,38,3,Master's,1,12924,4,12,11,21,639,4751,No
910,29,Male,Single,Sales,Manager,99517,26,10,2,2,Yes,27,8,1,3,0,29,3,PhD,2,3580,3,2,11,68,584,27459,Yes
911,26,Male,Single,IT,Clerk,51153,26,11,1,3,No,47,3,3,1,2,3,4,PhD,1,7474,1,5,15,86,176,9782,Yes
912,50,Male,Married,Finance,Engineer,35247,25,17,4,1,Yes,40,0,4,5,2,39,2,High School,3,12941,3,2,11,63,1756,19648,Yes
913,25,Male,Married,IT,Engineer,40553,26,5,3,2,No,33,7,4,1,1,7,3,High School,4,10073,3,4,17,53,614,14540,Yes
914,33,Female,Divorced,HR,Clerk,50811,26,13,3,2,No,20,4,4,3,1,36,3,Master's,3,12662,1,8,12,25,1672,15223,Yes
915,23,Female,Single,IT,Engineer,125381,28,10,2,4,No,14,1,3,2,1,29,2,Master's,3,8059,1,6,14,15,1043,7339,No
916,48,Female,Divorced,HR,Executive,36135,18,9,3,1,Yes,36,0,3,5,0,37,2,High School,2,16457,3,1,15,23,758,29020,No
917,52,Female,Single,IT,Clerk,35573,32,17,3,1,Yes,5,2,3,1,1,36,4,PhD,2,7328,2,0,3,67,191,29609,Yes
918,57,Female,Married,Sales,Executive,148819,3,1,1,1,Yes,23,8,4,2,0,23,1,Master's,2,3921,1,6,11,40,1974,25887,No
919,57,Female,Married,Operations,Executive,109267,2,4,2,1,Yes,45,0,1,4,1,16,2,Bachelor's,3,5773,2,3,16,50,1908,7848,No
920,47,Female,Married,Sales,Analyst,37189,33,4,4,4,No,15,3,3,3,1,31,3,Bachelor's,4,7462,2,10,0,44,565,27628,No
921,48,Male,Single,Sales,Clerk,110077,19,18,2,3,No,6,7,2,3,2,34,2,Bachelor's,4,9733,4,6,17,19,565,18877,No
922,26,Male,Married,Operations,Engineer,73646,17,9,1,1,No,33,7,3,5,1,1,3,Master's,3,14774,2,5,15,90,1722,20405,Yes
923,41,Male,Single,Operations,Executive,106623,33,18,3,4,Yes,19,9,2,1,0,18,4,High School,4,12310,4,6,0,39,1163,20131,No
924,32,Male,Divorced,Finance,Analyst,141971,12,14,4,3,Yes,13,7,4,4,2,15,1,High School,3,4865,2,3,9,53,789,17861,No
925,31,Female,Single,Finance,Clerk,83687,3,15,2,3,Yes,29,9,2,5,0,17,4,High School,3,3711,4,2,18,64,1452,15465,Yes
926,59,Female,Divorced,Sales,Clerk,98312,26,6,3,4,No,6,7,3,5,2,10,2,Master's,4,10710,1,11,15,80,1408,23471,Yes
927,27,Female,Single,Sales,Manager,137615,35,10,2,1,Yes,15,3,3,1,0,20,3,Master's,1,16446,3,4,13,27,1046,5302,Yes
928,29,Male,Divorced,HR,Manager,57564,8,15,4,3,Yes,16,7,1,4,2,6,2,Bachelor's,1,16394,3,2,1,92,653,16437,Yes
929,44,Female,Married,HR,Executive,58835,36,4,2,1,No,24,8,4,1,0,8,2,Master's,2,3390,4,13,5,88,1920,17162,Yes
930,47,Female,Divorced,Finance,Manager,91587,7,18,2,1,No,23,6,2,3,0,34,2,Bachelor's,4,12262,1,2,4,95,1189,16512,Yes
931,33,Female,Married,Finance,Executive,37697,36,18,2,2,Yes,48,1,4,2,1,32,2,Bachelor's,2,7487,4,3,11,48,1759,25511,Yes
932,47,Male,Married,HR,Engineer,110165,16,17,3,1,No,10,8,3,3,2,4,1,High School,3,13620,4,7,3,51,1780,7022,Yes
933,34,Female,Divorced,HR,Executive,103922,24,12,4,2,Yes,41,7,1,3,2,39,3,Master's,1,16570,1,1,3,63,1755,12471,No
934,39,Male,Single,IT,Manager,47046,1,7,4,3,No,41,4,3,5,1,20,2,High School,4,9066,2,3,4,39,208,8155,Yes
935,46,Male,Single,IT,Engineer,87823,25,16,3,4,No,49,2,3,3,0,24,3,High School,4,7494,2,10,6,29,1538,27507,No
936,54,Male,Single,HR,Manager,103580,10,11,3,2,No,17,6,3,4,0,24,1,Master's,4,6572,1,2,5,51,191,24793,Yes
937,33,Male,Single,IT,Executive,83370,16,14,3,4,Yes,49,1,2,3,2,26,3,Master's,1,15670,4,6,12,98,1102,28501,Yes
938,57,Female,Single,Operations,Analyst,39615,16,3,1,3,Yes,44,2,3,4,0,25,3,PhD,2,18939,3,1,3,96,467,7254,No
939,25,Male,Married,Finance,Clerk,143338,8,19,2,1,Yes,45,8,4,1,2,36,1,Bachelor's,1,19260,4,0,12,14,919,27332,Yes
